workclass,education,marital-status,occupation,relationship,race
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Wife, White
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, HS-grad, Never-married, Other-service, Own-child, Black
 Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 Private, Preschool, Married-civ-spouse, Machine-op-inspct, Wife, White
 Private, HS-grad, Never-married, Sales, Own-child, White
 Private, Some-college, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander
 Private, Assoc-voc, Never-married, Craft-repair, Not-in-family, White
 ?, Bachelors, Never-married, ?, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 Private, HS-grad, Separated, Craft-repair, Not-in-family, White
 Local-gov, HS-grad, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander
 Private, HS-grad, Never-married, Other-service, Own-child, Asian-Pac-Islander
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, White
 State-gov, HS-grad, Divorced, Protective-serv, Unmarried, Black
 Private, Doctorate, Never-married, Prof-specialty, Not-in-family, White
 Private, 5th-6th, Never-married, Machine-op-inspct, Other-relative, White
 Private, HS-grad, Never-married, Other-service, Unmarried, White
 Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander
 Private, 12th, Married-civ-spouse, Machine-op-inspct, Husband, White
 Local-gov, Masters, Never-married, Prof-specialty, Unmarried, White
 Private, 12th, Never-married, Sales, Own-child, White
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White
 Private, HS-grad, Never-married, Exec-managerial, Own-child, White
 Private, Bachelors, Never-married, Craft-repair, Not-in-family, Black
 ?, Some-college, Never-married, ?, Own-child, Asian-Pac-Islander
 Private, Some-college, Never-married, Other-service, Own-child, Black
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Separated, Machine-op-inspct, Not-in-family, Black
 State-gov, Bachelors, Divorced, Craft-repair, Not-in-family, White
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Masters, Never-married, Exec-managerial, Unmarried, White
 Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Separated, Transport-moving, Unmarried, Black
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White
 ?, Masters, Never-married, ?, Not-in-family, Black
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, 11th, Never-married, Other-service, Other-relative, White
 Private, 9th, Never-married, Craft-repair, Unmarried, White
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White
 Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Black
 ?, HS-grad, Married-civ-spouse, ?, Husband, White
 Private, Assoc-acdm, Divorced, Adm-clerical, Own-child, White
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White
 Private, 11th, Never-married, Adm-clerical, Unmarried, Black
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White
 Private, HS-grad, Divorced, Craft-repair, Own-child, Black
 Private, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White
 Private, Bachelors, Never-married, Tech-support, Not-in-family, White
 Private, Bachelors, Divorced, Exec-managerial, Unmarried, White
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 State-gov, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White
 State-gov, Some-college, Never-married, Prof-specialty, Own-child, White
 Private, Masters, Never-married, Adm-clerical, Not-in-family, White
 Private, Bachelors, Never-married, Tech-support, Not-in-family, Asian-Pac-Islander
 Federal-gov, Bachelors, Divorced, Exec-managerial, Unmarried, Black
 Local-gov, Some-college, Divorced, Transport-moving, Not-in-family, White
 Private, Masters, Married-civ-spouse, Exec-managerial, Wife, White
 Private, HS-grad, Divorced, Adm-clerical, Own-child, Other
 Private, HS-grad, Never-married, Craft-repair, Not-in-family, Black
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Some-college, Never-married, Sales, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Protective-serv, Husband, White
 State-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, Husband, White
 Self-emp-not-inc, Masters, Widowed, Exec-managerial, Unmarried, White
 Private, HS-grad, Never-married, Exec-managerial, Unmarried, Black
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White
 Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Adm-clerical, Wife, White
 Private, Some-college, Never-married, Adm-clerical, Other-relative, Black
 ?, HS-grad, Widowed, ?, Own-child, White
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, White
 State-gov, HS-grad, Divorced, Adm-clerical, Not-in-family, White
 Local-gov, Bachelors, Divorced, Exec-managerial, Unmarried, White
 Private, HS-grad, Never-married, Machine-op-inspct, Not-in-family, White
 Private, Assoc-voc, Never-married, Sales, Other-relative, Black
 Private, 11th, Separated, Handlers-cleaners, Unmarried, White
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Bachelors, Never-married, Prof-specialty, Own-child, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Divorced, Other-service, Not-in-family, White
 State-gov, Masters, Never-married, Adm-clerical, Not-in-family, Black
 Private, Some-college, Never-married, Sales, Own-child, White
 Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, Asian-Pac-Islander
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White
 Self-emp-not-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Bachelors, Never-married, Exec-managerial, Unmarried, White
 ?, Some-college, Never-married, ?, Own-child, White
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White
 Private, Some-college, Never-married, Other-service, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Local-gov, Some-college, Never-married, Transport-moving, Own-child, White
 Private, Some-college, Married-civ-spouse, Protective-serv, Husband, White
 Private, 11th, Married-civ-spouse, Farming-fishing, Husband, White
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Transport-moving, Husband, White
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 Self-emp-inc, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Husband, White
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, Black
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander
 Private, Some-college, Never-married, Sales, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, Black
 Private, Some-college, Never-married, Tech-support, Not-in-family, White
 Private, Some-college, Separated, Transport-moving, Not-in-family, White
 ?, Some-college, Never-married, ?, Own-child, White
 State-gov, Some-college, Never-married, Exec-managerial, Own-child, White
 Self-emp-not-inc, 10th, Married-civ-spouse, Farming-fishing, Husband, White
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White
 Private, Some-college, Never-married, Adm-clerical, Own-child, White
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 Local-gov, Bachelors, Married-civ-spouse, Other-service, Husband, White
 Self-emp-not-inc, Some-college, Married-civ-spouse, Handlers-cleaners, Husband, White
 Local-gov, HS-grad, Divorced, Prof-specialty, Not-in-family, White
 Private, HS-grad, Divorced, Machine-op-inspct, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Assoc-voc, Never-married, Tech-support, Own-child, White
 State-gov, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Self-emp-not-inc, Some-college, Divorced, Exec-managerial, Not-in-family, White
 State-gov, Bachelors, Never-married, Exec-managerial, Own-child, White
 Self-emp-inc, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, Black
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, Assoc-voc, Never-married, Prof-specialty, Own-child, White
 Self-emp-not-inc, HS-grad, Divorced, Prof-specialty, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Prof-school, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White
 Private, 11th, Never-married, Other-service, Own-child, Black
 Private, Some-college, Never-married, Sales, Not-in-family, White
 Private, Some-college, Widowed, Sales, Not-in-family, White
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White
 Private, HS-grad, Never-married, Other-service, Own-child, White
 Private, HS-grad, Divorced, Sales, Not-in-family, White
 Self-emp-not-inc, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Married-civ-spouse, Sales, Husband, White
 Private, Assoc-voc, Never-married, Sales, Not-in-family, White
 State-gov, Some-college, Never-married, Adm-clerical, Own-child, White
 Private, HS-grad, Never-married, Sales, Not-in-family, White
 ?, Some-college, Never-married, ?, Own-child, White
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Craft-repair, Not-in-family, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander
 Private, 10th, Married-civ-spouse, Exec-managerial, Husband, White
 ?, HS-grad, Divorced, ?, Not-in-family, White
 Private, Bachelors, Divorced, Exec-managerial, Not-in-family, White
 Private, HS-grad, Never-married, Handlers-cleaners, Not-in-family, White
 Private, 9th, Married-civ-spouse, Craft-repair, Husband, White
 Private, 10th, Never-married, Other-service, Own-child, White
 Local-gov, HS-grad, Never-married, Adm-clerical, Unmarried, White
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Some-college, Never-married, Machine-op-inspct, Not-in-family, White
 Private, Assoc-voc, Divorced, Other-service, Not-in-family, White
 Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White
 Local-gov, HS-grad, Married-civ-spouse, Other-service, Wife, White
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White
 ?, 10th, Never-married, ?, Own-child, Other
 Private, Bachelors, Divorced, Sales, Not-in-family, White
 Private, HS-grad, Divorced, Handlers-cleaners, Own-child, White
 Private, Some-college, Never-married, Handlers-cleaners, Other-relative, White
 Private, Bachelors, Married-spouse-absent, Prof-specialty, Not-in-family, White
 ?, Some-college, Divorced, ?, Own-child, White
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, Black
 ?, Some-college, Married-civ-spouse, ?, Wife, White
 Self-emp-not-inc, 9th, Separated, Transport-moving, Not-in-family, White
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Never-married, Transport-moving, Own-child, White
 Local-gov, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 ?, HS-grad, Married-civ-spouse, ?, Husband, White
 Private, 10th, Never-married, Other-service, Other-relative, White
 Federal-gov, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 ?, Some-college, Never-married, ?, Own-child, White
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, Husband, Black
 ?, HS-grad, Married-civ-spouse, ?, Husband, White
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 11th, Widowed, Other-service, Unmarried, Black
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Divorced, Adm-clerical, Unmarried, White
 Private, HS-grad, Never-married, Machine-op-inspct, Unmarried, Black
 Private, HS-grad, Never-married, Transport-moving, Own-child, White
 State-gov, Some-college, Never-married, Adm-clerical, Not-in-family, White
 Private, 11th, Separated, Craft-repair, Other-relative, White
 Private, Assoc-voc, Never-married, Other-service, Not-in-family, White
 Private, Some-college, Never-married, Craft-repair, Unmarried, White
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White
 Private, HS-grad, Divorced, Exec-managerial, Unmarried, White
 Private, 12th, Never-married, Other-service, Own-child, White
 Private, HS-grad, Widowed, Other-service, Not-in-family, White
 Private, HS-grad, Never-married, Adm-clerical, Own-child, Black
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander
 Local-gov, Bachelors, Never-married, Prof-specialty, Own-child, White
 Private, Some-college, Never-married, Exec-managerial, Not-in-family, White
 Self-emp-not-inc, 11th, Married-civ-spouse, Craft-repair, Husband, White
 Private, Bachelors, Married-civ-spouse, Transport-moving, Husband, White
 Self-emp-inc, Bachelors, Never-married, Exec-managerial, Not-in-family, White
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Husband, White
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White
 Private, 11th, Never-married, Sales, Own-child, White
 Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, Husband, White
 Local-gov, Bachelors, Married-civ-spouse, Protective-serv, Husband, White
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 State-gov, HS-grad, Never-married, Protective-serv, Not-in-family, White
 Private, Some-college, Never-married, Sales, Not-in-family, White
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, White
 ?, Some-college, Never-married, ?, Own-child, White
 Private, HS-grad, Never-married, Exec-managerial, Own-child, White
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, Husband, White
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Husband, White
 ?, HS-grad, Married-civ-spouse, ?, Husband, White
 Private, HS-grad, Never-married, Exec-managerial, Not-in-family, White
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Married-civ-spouse, Transport-moving, Husband, White
 ?, Bachelors, Married-civ-spouse, ?, Wife, White
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Self-emp-not-inc, HS-grad, Separated, Other-service, Not-in-family, White
 Federal-gov, HS-grad, Married-civ-spouse, Tech-support, Husband, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, Some-college, Never-married, Adm-clerical, Own-child, White
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 ?, Bachelors, Married-civ-spouse, ?, Wife, White
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Wife, White
 Without-pay, HS-grad, Married-civ-spouse, Machine-op-inspct, Wife, White
 Private, 5th-6th, Separated, Other-service, Unmarried, White
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White
 Private, HS-grad, Never-married, Other-service, Own-child, Black
 Local-gov, Bachelors, Divorced, Prof-specialty, Unmarried, White
 ?, HS-grad, Widowed, ?, Not-in-family, Other
 State-gov, HS-grad, Married-civ-spouse, Tech-support, Wife, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, Some-college, Divorced, Adm-clerical, Unmarried, White
 Private, HS-grad, Never-married, Exec-managerial, Own-child, White
 Private, Some-college, Separated, Adm-clerical, Unmarried, White
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Never-married, Adm-clerical, Not-in-family, White
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Wife, White
 ?, Assoc-acdm, Never-married, ?, Own-child, White
 Private, 12th, Never-married, Other-service, Own-child, White
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Never-married, Transport-moving, Other-relative, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 ?, Assoc-voc, Married-spouse-absent, ?, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 Private, Masters, Never-married, Prof-specialty, Not-in-family, White
 ?, Some-college, Divorced, ?, Own-child, White
 Private, Some-college, Divorced, Tech-support, Not-in-family, White
 Private, HS-grad, Never-married, Sales, Own-child, White
 Private, Some-college, Divorced, Prof-specialty, Not-in-family, White
 Private, 10th, Married-civ-spouse, Craft-repair, Husband, White
 State-gov, Assoc-voc, Married-civ-spouse, Tech-support, Husband, Asian-Pac-Islander
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, Black
 Private, HS-grad, Divorced, Other-service, Not-in-family, White
 Private, 11th, Never-married, Craft-repair, Not-in-family, Amer-Indian-Eskimo
 Private, Bachelors, Widowed, Prof-specialty, Unmarried, White
 Private, Masters, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White
 Private, HS-grad, Never-married, Transport-moving, Own-child, White
 Private, Some-college, Never-married, Adm-clerical, Own-child, White
 Private, Bachelors, Never-married, Adm-clerical, Not-in-family, White
 Private, 12th, Never-married, Machine-op-inspct, Unmarried, Black
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White
 Private, 7th-8th, Widowed, Exec-managerial, Not-in-family, White
 Private, HS-grad, Separated, Other-service, Not-in-family, White
 Local-gov, Some-college, Never-married, Adm-clerical, Unmarried, Black
 Private, HS-grad, Never-married, Adm-clerical, Own-child, White
 Private, HS-grad, Never-married, Other-service, Other-relative, White
 Private, Some-college, Married-civ-spouse, Sales, Husband, White
 Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, Bachelors, Never-married, Sales, Not-in-family, White
 Private, Assoc-voc, Married-civ-spouse, Tech-support, Husband, White
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Husband, White
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Some-college, Married-civ-spouse, Adm-clerical, Husband, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Never-married, Machine-op-inspct, Own-child, White
 Private, HS-grad, Never-married, Other-service, Not-in-family, White
 Local-gov, Masters, Never-married, Prof-specialty, Not-in-family, White
 Private, Some-college, Married-civ-spouse, Other-service, Husband, White
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White
 Private, Some-college, Divorced, Handlers-cleaners, Own-child, White
 State-gov, Prof-school, Divorced, Exec-managerial, Not-in-family, White
 ?, Some-college, Married-civ-spouse, ?, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Never-married, Other-service, Own-child, White
 Private, Some-college, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Never-married, Craft-repair, Own-child, White
 Private, HS-grad, Never-married, Craft-repair, Unmarried, White
 Private, Bachelors, Never-married, Tech-support, Not-in-family, Black
 Private, Some-college, Separated, Sales, Not-in-family, White
 Private, Some-college, Never-married, Other-service, Own-child, White
 Private, 12th, Married-civ-spouse, Craft-repair, Husband, White
 Self-emp-not-inc, Masters, Married-civ-spouse, Sales, Husband, White
 Private, Assoc-acdm, Divorced, Prof-specialty, Not-in-family, White
 Federal-gov, Some-college, Never-married, Adm-clerical, Own-child, Black
 Private, Some-college, Never-married, Other-service, Own-child, White
 Private, HS-grad, Never-married, Prof-specialty, Own-child, White
 Local-gov, 9th, Married-civ-spouse, Other-service, Husband, White
 Self-emp-not-inc, Bachelors, Divorced, Sales, Not-in-family, White
 State-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, 11th, Never-married, Other-service, Own-child, White
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Bachelors, Never-married, Sales, Own-child, White
 Private, HS-grad, Separated, Sales, Own-child, White
 Private, 11th, Married-civ-spouse, Craft-repair, Husband, White
 Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, Husband, White
 Private, HS-grad, Divorced, Transport-moving, Not-in-family, White
 Federal-gov, Bachelors, Married-civ-spouse, Adm-clerical, Husband, White
 Private, 10th, Separated, Machine-op-inspct, Own-child, White
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Husband, White
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, Husband, White
 ?, Some-college, Never-married, ?, Not-in-family, White
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Never-married, Other-service, Not-in-family, White
 Private, Some-college, Never-married, Machine-op-inspct, Own-child, White
 Private, Some-college, Married-civ-spouse, Sales, Husband, White
 Federal-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, HS-grad, Widowed, Other-service, Not-in-family, White
 Private, HS-grad, Never-married, Handlers-cleaners, Own-child, White
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Wife, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, Black
 Self-emp-not-inc, 9th, Married-civ-spouse, Craft-repair, Husband, White
 Private, Bachelors, Married-civ-spouse, Tech-support, Husband, White
 Private, Assoc-voc, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, Husband, Asian-Pac-Islander
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Some-college, Divorced, Adm-clerical, Unmarried, Black
 Private, HS-grad, Never-married, Handlers-cleaners, Other-relative, White
 Private, Bachelors, Never-married, Exec-managerial, Own-child, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White
 Private, Some-college, Married-civ-spouse, Prof-specialty, Husband, White
 Private, 10th, Never-married, Handlers-cleaners, Not-in-family, Other
 Private, HS-grad, Married-civ-spouse, Other-service, Husband, White
 Self-emp-not-inc, Assoc-acdm, Divorced, Craft-repair, Own-child, Amer-Indian-Eskimo
 Private, 10th, Never-married, Machine-op-inspct, Own-child, White
 Private, Bachelors, Married-civ-spouse, Sales, Husband, White
 Private, Some-college, Never-married, Handlers-cleaners, Own-child, White
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Some-college, Never-married, Sales, Own-child, Black
 Private, 11th, Never-married, Other-service, Not-in-family, White
 Private, Bachelors, Never-married, Exec-managerial, Not-in-family, White
 Private, 9th, Married-civ-spouse, Machine-op-inspct, Husband, Black
 Private, Some-college, Never-married, Craft-repair, Not-in-family, White
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, Husband, White
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, Wife, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White
 Private, Bachelors, Never-married, Prof-specialty, Not-in-family, White
 Private, HS-grad, Never-married, Sales, Own-child, White
 Private, HS-grad, Divorced, Adm-clerical, Not-in-family, White
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Husband, White
 Private, HS-grad, Never-married, Adm-clerical, Own-child, Black
 Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White
 Local-gov, Some-college, Married-civ-spouse, Transport-moving, Husband, White
 Private, HS-grad, Never-married, Adm-clerical, Unmarried, White
 Private, Assoc-acdm, Divorced, Adm-clerical, Not-in-family, Black
 Private, 1st-4th, Separated, Handlers-cleaners, Unmarried, White
 Private, Some-college, Divorced, Craft-repair, Not-in-family, White
 Private, 9th, Married-civ-spouse, Craft-repair, Husband, White
 Private, Some-college, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Masters, Married-civ-spouse, Exec-managerial, Husband, White
 Private, Bachelors, Married-civ-spouse, Handlers-cleaners, Husband, White
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Wife, White
 Private, Some-college, Married-civ-spouse, Transport-moving, Husband, White
 ?, 7th-8th, Married-civ-spouse, ?, Husband, White
 Private, Some-college, Married-spouse-absent, Farming-fishing, Own-child, White
 Private, 7th-8th, Married-civ-spouse, Transport-moving, Husband, White
 Private, Assoc-acdm, Never-married, Tech-support, Not-in-family, White
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, Husband, White
 State-gov, HS-grad, Separated, Adm-clerical, Unmarried, White
 Private, Assoc-acdm, Married-civ-spouse, Sales, Husband, White
 Private, HS-grad, Married-civ-spouse, Craft-repair, Husband, White
 Private, HS-grad, Never-married, Other-service, Not-in-family, Black
 Private, Bachelors, Never-married, Adm-clerical, Own-child, White
 Private, 9th, Married-civ-spouse, Machine-op-inspct, Wife, White
 ?, 10th, Married-civ-spouse, ?, Husband, White
 Private, Masters, Married-civ-spouse, Sales, Husband, White
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, Husband, White
 Private, 9th, Widowed, Sales, Unmarried, White
